epoch,train_loss,val_loss,val_top1,val_top5
1,3.203023249103177,2.7510640187696977,22.572693824768066,72.09642375599255
2,2.509006446407687,2.2754683277823706,33.33890360051935,80.19719210537997
3,2.2559289240068003,2.088294506072998,36.3218581459739,84.56717889959162
4,2.1203921802582277,1.9892021417617798,38.04729253595526,85.5614970814098
5,2.0528150489253383,1.9222189079631458,40.303308660333805,87.19501980868253
6,2.012397781495125,1.9083928086540916,40.98011363636363,88.24364956942472
7,1.9700965689074608,1.87042545188557,39.18365617231889,88.74080866033381
8,1.939729359842116,1.8361813588575884,41.76136363636363,88.95387684215198
9,1.9240365105290567,1.814099300991405,41.38953885165128,90.23228593306108
10,1.9142903397160191,1.8027342449535022,42.738970669833094,89.45103593306108
11,1.8664143047025126,1.7812451774423772,43.11079545454545,89.73512684215198
12,1.8510408555307696,1.7838910601355813,41.90340909090909,89.86046114834872
13,1.8744051687179073,1.7578840364109387,43.46590909090909,90.51637684215198
14,1.8454409453176683,1.7629773074930364,42.29612281105735,90.87149047851562
15,1.8539495583503478,1.765237894925204,42.72225917469371,90.80046775124289
16,1.8395289990209764,1.7512936917218296,44.53542778708718,90.99682478471236
17,1.803247074927053,1.7697067910974675,44.05497984452681,90.94251320578836
18,1.8385742979664956,1.7385397716002031,45.22894356467507,91.51069502397017
19,1.7905881866332023,1.7569976936687122,43.36146372014826,90.87149047851562
20,1.7792279181941864,1.7096483273939653,46.25668438998136,91.6360293301669
21,1.7795989744124874,1.7166213989257812,44.781918265602805,91.43967229669744
22,1.7802780597440657,1.7084857008673928,44.54796114834872,91.51069502397017
23,1.7409867394355036,1.701805678280917,45.95588233254173,91.72376320578836
24,1.7654475127497027,1.6898684068159624,46.1146389354359,91.86580866033381
25,1.7363856530958606,1.683368596163663,46.41544099287553,91.70705205743963
26,1.7321143727148733,1.6951914700594815,46.14806157892401,91.51069502397017
27,1.730409864456423,1.691010746088895,46.23997324163263,91.79478593306108
28,1.7475801860132525,1.6924231052398682,45.72192521528764,91.18900368430398
29,1.749345467936608,1.699121887033636,45.563168265602805,90.83389004794034
30,1.7254216286443895,1.718974937092174,43.574531901966445,91.65274047851562
31,1.7263354947490077,1.6912140954624524,46.46975257179954,91.18900368430398
32,1.7312732242768811,1.6863534450531006,47.322025299072266,91.29762684215198
33,1.7094725947226248,1.6971028718081387,45.137031901966445,91.93683138760653
34,1.7316296215980285,1.7042646408081055,44.568850083784625,92.00785411487927
35,1.6843371737387873,1.6887553388422185,44.31818181818182,92.00785411487927
36,1.684371744432757,1.6909617402336814,46.219084306196734,90.67513344504617
37,1.7087915020604287,1.6859291683543811,45.70521372014826,91.2600264115767
38,1.6688405852163992,1.683819142254916,45.15374339710582,92.22092229669744
39,1.7070645132372457,1.6759404052387585,44.974097511985086,92.14989956942472
40,1.6674424871321647,1.6723378896713257,46.62850917469371,91.72376320578836
41,1.6648330996113438,1.6886408762498335,45.70521372014826,92.50501320578836
42,1.6867412751720798,1.6866173527457498,44.819518696178086,91.45638344504617
43,1.6651140028430569,1.6762919317592273,46.432152488014914,92.14989956942472
44,1.6593344865306732,1.6866600730202415,44.994986447420985,92.34625660289417
45,1.6541266402890604,1.658091967756098,47.125668265602805,92.36296775124289
46,1.6559082423487017,1.6644594127481633,47.78576174649325,92.64705866033381
47,1.6566331809566868,1.679331584410234,46.41544099287553,91.93683138760653
48,1.687435596219955,1.674017071723938,47.322025299072266,92.14989956942472
49,1.682292426786115,1.6884959936141968,45.863970669833094,92.07887684215198
50,1.6473887043614541,1.6718498034910723,46.8415773565119,92.29194502397017
51,1.6630873218659432,1.6623534722761675,47.25100257179954,92.93114956942472
52,1.658431476162326,1.6652073751796375,45.42112281105735,92.36296775124289
53,1.662477893214072,1.681336370381442,46.48646372014826,92.22092229669744
54,1.6377905914860387,1.6761171275919133,47.30531415072355,92.45070162686434
55,1.6389728976834206,1.6685856797478416,46.82486620816317,92.29194502397017
56,1.6459696715877903,1.6655554337935015,46.912600083784625,92.36296775124289
57,1.6288344167893933,1.6675355326045642,46.20237281105735,92.50501320578836
58,1.6168683075135755,1.6661885434930974,46.699531901966445,92.29194502397017
59,1.6352024232187579,1.6773888956416736,45.95170454545455,91.95354253595525
60,1.629364505890877,1.6664442907680164,47.426470669833094,92.64705866033381
61,1.6388723119612663,1.6686025207692927,47.108957117254086,92.22092229669744
62,1.6546340642436859,1.6578421050851995,47.74816166270863,91.93683138760653
63,1.610483992484308,1.6753203543749722,47.97794099287553,92.50501320578836
64,1.6139334863232029,1.6521574042060159,46.85828885165128,92.71808138760653
65,1.5970450062905588,1.6645693670619617,45.98930462923917,92.43399047851562
66,1.6046500859722015,1.664955659346147,46.950200514359906,92.57603593306108
67,1.6266104944290654,1.6766833500428633,46.67864296653054,92.23763344504617
68,1.6073520106654013,1.6670264439149336,47.92780720103871,92.50501320578836
69,1.6313787891018776,1.686207966371016,46.62850917469371,91.89923095703125
70,1.6479969601477347,1.6705713813955134,46.20237281105735,92.71808138760653
71,1.6178625245248117,1.6587764891711148,46.666109605269,92.43399047851562
72,1.5970940397631737,1.6574706706133755,48.24532075361772,92.57603593306108
73,1.614995021973887,1.6718368205157192,45.63419099287553,92.02456526322798
74,1.6192667099737352,1.6794820698824795,46.41544099287553,92.29194502397017
75,1.6086046657254618,1.6651426987214522,48.17429802634499,92.64705866033381
76,1.5970250445027505,1.6632284034382214,46.0603273565119,92.78910411487927
77,1.626556800257775,1.6632269079034978,47.46407075361772,92.78910411487927
78,1.593458879378534,1.6622941060499712,45.972593480890446,92.78910411487927
79,1.584251384581289,1.6673123836517334,46.77055462923917,92.43399047851562
80,1.5893642517828173,1.6663095517591997,47.03793438998136,92.29194502397017
81,1.5849885209914176,1.6605681072581897,47.26771372014826,92.57603593306108
82,1.5939327478408813,1.6653961159966209,47.322025299072266,92.22092229669744
83,1.5971511756220171,1.6681001728231257,46.432152488014914,92.37967889959162
84,1.578016511855587,1.658233176578175,47.60611620816317,92.57603593306108
85,1.5849559307098389,1.6618728204206987,46.8415773565119,92.36296775124289
86,1.5855678589113298,1.657832384109497,47.890207117254086,92.98546114834872
87,1.5963317617293327,1.6466266350312666,46.77055462923917,92.71808138760653
88,1.5895664153560516,1.6666533513502642,47.338736447420985,92.36296775124289
89,1.5751335582425516,1.6569912325252185,46.327707117254086,92.50501320578836
90,1.5579458667385964,1.6551022963090376,47.83589553833008,92.64705866033381
91,1.576964751366646,1.6636982397599653,46.82486620816317,92.50501320578836
92,1.5827932165515037,1.675861662084406,46.557486447420985,92.71808138760653
93,1.5691368156863796,1.6622613234953447,45.918281901966445,92.64705866033381
94,1.5677612520033313,1.6628606102683328,46.344418265602805,92.64705866033381
95,1.5872622189983245,1.6701823256232522,46.82486620816317,92.02456526322798
96,1.582719737483609,1.6824219877069646,47.906918265602805,92.43399047851562
97,1.586714425394612,1.6564494588158347,47.35544794256037,92.64705866033381
98,1.5762794363883235,1.6702116185968572,47.890207117254086,92.36296775124289
99,1.576295748833687,1.65793916312131,48.01554142345082,92.37967889959162
100,1.544013411768021,1.6659206477078525,47.906918265602805,92.57603593306108
