epoch,train_loss,val_loss,val_top1,val_top5
58,1.686712957918644,1.5655246675014496,51.00446446736654,92.83854166666667
59,1.643451489508152,1.5622074206670125,48.36309560139974,92.83854166666667
60,1.666180968284607,1.5694279472033184,48.88392893473307,92.96875
61,1.659074328839779,1.5508568187554677,49.3117561340332,93.75
62,1.6463331431150436,1.552485356728236,49.795387268066406,93.22916666666667
63,1.6914989650249481,1.567859838406245,49.3117561340332,93.09895833333333
64,1.6537819057703018,1.5672087172667186,46.93080393473307,93.09895833333333
65,1.6532029658555984,1.565372924009959,48.88392893473307,92.96875
66,1.6355908885598183,1.5502963960170746,49.795387268066406,93.22916666666667
67,1.6785054728388786,1.5336971282958984,51.6555061340332,93.09895833333333
68,1.6823399141430855,1.5517960488796234,50.31622060139974,93.48958333333333
69,1.6524678021669388,1.5360363324483235,48.88392893473307,93.48958333333333
70,1.6648421064019203,1.558093398809433,49.014137268066406,92.96875
71,1.651349000632763,1.5634487370649974,48.36309560139974,93.359375
72,1.6795350685715675,1.5684291819731395,47.97247060139974,93.88020833333333
73,1.5963519141077995,1.551069011290868,47.061012268066406,92.96875
74,1.6785899475216866,1.546466201543808,48.75372060139974,93.75
75,1.66385518014431,1.5478206674257915,50.31622060139974,93.22916666666667
76,1.6620071455836296,1.5588726103305817,51.13467280069987,94.01041666666667
77,1.664009504020214,1.5628949304421742,47.19122060139974,93.75
78,1.6622610613703728,1.53438338637352,47.71205393473307,93.75
79,1.6314938813447952,1.5360076824824016,49.14434560139974,93.88020833333333
80,1.6226422190666199,1.548186441262563,51.22767893473307,93.88020833333333
81,1.655342809855938,1.5249749720096588,52.8273811340332,92.96875
82,1.6670153811573982,1.5442240238189697,48.75372060139974,93.22916666666667
83,1.6351188346743584,1.5400356948375702,49.404762268066406,93.88020833333333
84,1.666544258594513,1.554914395014445,48.10267893473307,93.75
85,1.6393208280205727,1.542005608479182,52.4367561340332,93.48958333333333
86,1.6235626116394997,1.5448916256427765,50.70684560139974,93.88020833333333
87,1.6162316724658012,1.5336122512817383,48.10267893473307,94.140625
88,1.6824283748865128,1.5591465731461842,49.404762268066406,93.88020833333333
89,1.631431095302105,1.5506073931852977,50.186012268066406,93.75
90,1.6789042353630066,1.563361495733261,49.14434560139974,94.01041666666667
91,1.6153352856636047,1.5603327055772145,48.36309560139974,93.75
92,1.598252572119236,1.5219209094842274,52.4367561340332,94.66145833333333
93,1.624777376651764,1.5316957235336304,50.576637268066406,93.88020833333333
94,1.6578302904963493,1.556741863489151,46.40997060139974,93.48958333333333
95,1.6834008246660233,1.559482713540395,50.05580393473307,94.01041666666667
96,1.6518315002322197,1.5458552141984303,49.83258946736654,94.01041666666667
97,1.6262417882680893,1.5305851101875305,50.44642893473307,93.88020833333333
98,1.6232818961143494,1.5300771991411846,49.795387268066406,94.53125
99,1.62287275493145,1.5522875686486561,48.232887268066406,93.88020833333333
100,1.5954032391309738,1.5473841031392415,49.92559560139974,93.61979166666667
